Days,Blaine,Residue90,Residue45,NC%,L0I%,SO3%,C3S%,C2S%,C3A%,LSF%,Moisture%,ClinkerLiter,ClinkerFeedTemp,Water,CementTemp,GADosage,CementStrength
7,3299.08751,1.378499566,12.29494494,29.72898576,2.393824517,2.499432103,56.13704748,12.49970153,7.999466248,95.25988274,0.141186474,1307.647996,154.9954432,1691.004745,106.3071744,455.4014479,966.5823621
7,3381.228739,1.023448234,12.78652684,29.46781984,2.685338733,2.453521495,57.01988938,11.82535065,7.104808065,96.12018339,0.175359463,1398.67291,163.0832031,1748.456675,107.396829,461.6318319,1001.123204
28,3132.300122,1.134336241,14.30316009,29.04252062,2.40212261,2.567432249,57.71272902,12.29219235,7.4985708,96.56146371,0.120366714,1327.136596,162.3847806,1477.393062,106.1227577,487.5130397,930.1153304
7,3221.105987,1.011092371,12.67534859,29.73632161,2.56465294,2.716135094,58.95849994,12.29290018,7.38512012,96.41697939,0.132755217,1309.858293,156.6421957,2341.397677,100.1667581,463.7253337,1059.517946
28,3228.916988,1.249082593,10.92231436,28.49057106,2.691452515,2.632859292,57.74419328,12.77607813,7.865820165,95.34417846,0.154668526,1382.931423,168.5620367,1967.354358,101.947735,481.2331987,1023.773286
28,3392.132633,1.238105348,11.49797956,28.31468132,2.449718707,2.672389931,58.0645008,12.1973848,7.475967731,96.94484,0.157540939,1370.667553,166.8972465,1432.377366,108.1046822,454.0582112,948.1915855
1,3030.138502,1.415685745,11.54968463,28.32080021,2.307006396,2.475877939,56.13073526,12.00430722,7.110977525,95.89762729,0.102214148,1361.721881,154.4796509,1448.174307,102.7265065,472.610124,920.2072224
28,3122.278808,1.15388862,11.98659058,28.66801776,2.397658916,2.647579277,59.23459364,11.27774265,7.634424145,95.31805001,0.194511419,1315.598086,154.7828509,2336.80011,107.3156212,486.9545711,1055.741597
1,3076.364412,1.408192868,12.13394453,28.47738006,2.632350877,2.529400158,57.14315273,11.23147521,7.770780618,95.36039151,0.169662727,1347.849612,160.2460069,1020.451036,103.7212022,484.3256972,860.0202293
28,3107.389943,1.483986883,13.99891011,29.8601807,2.645843534,2.733721346,55.70479814,11.30864313,7.002881252,95.19646998,0.149570375,1378.055603,165.471442,1484.089859,105.2188433,490.753605,937.8656267
28,3194.11195,1.044204112,11.746935,28.21166819,2.607407746,2.651719522,58.32093957,11.34369696,7.858956685,96.60703622,0.193312723,1330.362394,150.8808076,1831.535022,100.679733,493.8726063,994.205273
1,3149.074747,1.39590892,12.34115914,29.39798148,2.345243928,2.479542511,56.08045227,12.27575419,7.186023,95.24406099,0.143909557,1331.168983,163.8667031,1222.326193,101.8122556,488.6591751,896.3693027
1,3157.876587,1.294977949,13.12487994,28.37844308,2.618204149,2.425846672,55.48781255,12.4819625,7.552069365,95.25025051,0.198043557,1300.314091,162.9647179,1138.148131,109.5719696,483.5793871,875.1432451
28,3337.685256,1.240022984,11.88862974,29.76327427,2.667471119,2.417053284,59.30993454,12.05998305,7.415797501,96.70094323,0.151228476,1317.42434,154.6296019,2222.914497,108.9013805,451.5861246,1051.095857
7,3372.006734,1.210267889,14.18282407,29.92263058,2.540243817,2.548563427,57.30081132,12.65803547,7.719653817,95.68920817,0.111428577,1387.540563,163.6270603,2341.606583,106.5227511,476.7483337,1092.042114
1,3028.166452,1.392334132,12.93726802,28.93094002,2.676350143,2.506340455,58.74641856,12.98252645,7.371161615,95.06171581,0.176480097,1344.174649,168.8036638,2235.409631,104.596446,451.8848862,1025.569463
7,3083.567487,1.319680678,11.4702234,29.75814296,2.630735553,2.658436049,56.4529378,12.64002526,7.869763177,95.1037906,0.167889773,1398.42345,150.9357169,2348.181835,106.7576129,490.4033909,1073.903426
7,3268.457407,1.402522334,13.570296,28.01029034,2.566788607,2.599733534,58.93485067,12.38976475,7.730496361,95.28434089,0.177298672,1339.570796,156.3930411,1829.667957,106.1861029,466.0362262,994.1275814
7,3143.458713,1.451575529,12.63823865,29.63989383,2.530874095,2.506407711,55.55967964,12.0649854,7.647713171,95.4267867,0.195144203,1371.518645,158.7635343,2218.387181,105.6855226,478.1214687,1049.326816
1,3101.66546,1.308631856,12.67227946,28.45725032,2.439429467,2.459695111,56.77986687,11.89770614,7.796240596,96.33029239,0.17764893,1328.191904,167.9852072,1576.063958,100.5917707,463.9722654,936.2195169
7,3118.116235,1.490231363,12.40543974,29.81740262,2.363714978,2.450879905,59.89030909,11.16878476,7.754023035,95.31465256,0.16113366,1336.380964,169.2452289,1999.401792,106.3280261,489.1250072,1009.299614
1,3129.020306,1.304043925,12.48505974,28.00224022,2.541981569,2.745864157,58.96994858,11.7987375,7.035938675,95.23774878,0.18573089,1319.072599,158.8823049,2483.253297,107.6892004,494.3251263,1080.892003
7,3339.467918,1.318322161,13.82678141,29.11236347,2.427244621,2.497391187,57.48627965,12.82026927,7.394734354,96.52943828,0.167324644,1334.706237,165.0005682,1338.591586,109.9408165,469.9321247,926.1916074
28,3054.648533,1.277407804,10.5149074,29.51327161,2.646575467,2.660684259,56.69888736,12.61604526,7.930807297,96.34211057,0.140811906,1354.723752,160.6332205,1584.849619,100.1107855,493.1461197,946.8224495
28,3283.564399,1.045501046,11.67181406,28.51737666,2.697334775,2.724274371,59.3606785,11.43210273,7.125724269,95.87064844,0.188561976,1399.177288,160.7556587,1720.071066,107.3017345,463.3537504,987.7541978
1,3221.127991,1.363198516,10.37751682,28.38626573,2.600971105,2.645632524,57.7242388,11.93321557,7.73709655,96.09861954,0.122190046,1366.420171,155.5619903,1207.023231,105.7178932,476.7330462,905.2762215
28,3118.604057,1.273723153,13.7662311,28.16819645,2.336192678,2.743826093,58.79212509,12.63344641,7.974591811,95.62396804,0.171464127,1319.924595,154.3391249,1121.557916,104.3405218,492.9380715,876.5922742
28,3167.912343,1.225455224,11.36150927,28.65286715,2.415474238,2.556957489,58.7705384,11.13476911,7.052198629,95.96500084,0.188156345,1304.496144,155.7601069,2244.584299,101.2757017,466.2940671,1038.211119
7,3102.482777,1.455235639,14.48715205,29.11968862,2.343643853,2.782488876,55.08972839,11.77478517,7.682193881,96.0133453,0.173131652,1312.635648,161.1265601,2465.191559,104.0908515,497.7021133,1075.042576
1,3244.605484,1.148979726,12.63289233,28.23168771,2.560204659,2.453258002,55.63126891,12.70368247,7.468154141,95.77447454,0.169727542,1356.25552,150.5831037,1607.087596,103.5437718,456.0939751,956.6060059
7,3032.637672,1.261801138,14.00374886,28.75339072,2.606076346,2.440859812,58.29814683,11.80779573,7.579175255,96.81314442,0.175263829,1376.516033,168.1449789,1131.474754,103.0282989,450.9137535,867.9538264
7,3002.073945,1.348820936,14.89465718,28.01814481,2.670269932,2.663476858,55.80809906,11.15522929,7.085341336,95.03212373,0.146505525,1394.041921,153.1256742,1098.717641,107.3087962,495.2067676,877.8014196
7,3251.157766,1.398235888,14.1989443,29.63735884,2.475268939,2.777132457,56.27746672,12.08506874,7.043006952,96.56434253,0.187417068,1301.582317,154.4017735,2336.97731,107.0072552,453.4324333,1058.257565
7,3077.709581,1.229673404,14.3349688,28.25689744,2.66055026,2.723553385,59.73318977,12.72348499,7.666866661,95.24876566,0.120343648,1352.276014,160.3655235,1695.721375,105.8902009,499.5944598,966.7179748
7,3028.376367,1.421045708,12.03992248,28.5666859,2.651156464,2.430566744,57.80091129,12.18057109,7.82330943,96.59509472,0.112738642,1347.086736,164.2022953,1480.040975,109.3866481,497.5698431,926.6502586
7,3158.713531,1.384458871,12.75861298,28.03685544,2.426878287,2.511747086,58.75364753,11.45255822,7.782015335,96.23182383,0.128550878,1365.605502,151.9145811,1714.691907,103.4985438,456.8510455,967.7268615
7,3020.307412,1.033117989,11.26944282,28.86448157,2.64756025,2.772127554,57.78990369,11.76847924,7.543805728,96.68655618,0.15315774,1355.957885,156.353894,1477.456142,102.4380194,476.8792313,922.4054198
1,3354.64686,1.022930633,10.9805655,29.68024301,2.450268901,2.501223373,57.76256807,11.90024672,7.099866821,95.19502865,0.15105618,1368.703915,169.3734921,1733.553663,106.5590331,459.2460149,991.6649143
28,3011.046709,1.310402842,12.5275394,28.78430242,2.41874771,2.71246817,55.47075955,12.15853271,7.688044444,96.11796127,0.182059876,1365.808258,155.2468593,2289.334595,101.9881406,471.4077587,1044.447857
7,3231.545958,1.173706704,12.9752449,28.35899465,2.559629864,2.730052878,56.71831596,12.51870205,7.241888884,96.00217576,0.140456866,1311.701172,156.2610029,1888.452057,103.1501051,453.0712565,990.0806986
7,3175.389649,1.104565396,11.69635623,29.50739767,2.431352491,2.598180841,56.41215449,11.19774724,7.911068703,96.41238637,0.148434443,1379.971791,166.7299698,2041.980659,102.2460244,461.1962294,1021.88815
7,3268.810454,1.289824967,12.84721759,29.57761396,2.552083499,2.554539564,56.95364183,12.77930407,7.83826536,96.0685811,0.101336768,1312.323258,151.0042886,1547.006014,100.6915357,468.1636398,949.4402837
7,3131.261067,1.170781605,14.43730241,28.34750695,2.543932722,2.580049773,58.99172094,11.02461941,7.709382967,96.08146913,0.140973924,1369.853063,159.2922634,2107.758818,108.2749874,471.932375,1026.794514
7,3062.016647,1.268631708,12.78360792,29.54170822,2.525375571,2.490785878,56.85966334,11.74010467,7.948845956,95.85919189,0.164777423,1341.614537,157.5923353,1999.925627,102.5454054,498.8748129,1008.163932
7,3392.736355,1.230059579,13.60406548,29.89459578,2.452167882,2.755756366,57.2584841,11.05484062,7.031421822,95.61766885,0.101550833,1351.385073,156.3317352,1179.342997,104.730275,490.3932823,918.9042954
28,3335.573401,1.292383053,14.02657484,28.33275517,2.519399889,2.580247863,56.98690695,11.78594845,7.736200425,95.96452872,0.128088197,1390.329801,155.7139919,1858.96428,100.4331527,486.8704972,1023.542115
28,3344.161847,1.200150244,14.94364391,29.54196859,2.53859419,2.752983776,55.46703986,12.0516252,7.330242779,95.23698472,0.120795636,1388.988373,151.8274821,1385.115244,106.9933947,476.8520657,948.3817739
7,3100.100544,1.348833787,13.01598701,29.41714401,2.518274755,2.442277392,57.20536079,12.02336277,7.906065886,96.92302668,0.104198543,1381.785631,156.2965166,2206.143504,103.30561,491.999888,1049.198445
28,3015.533894,1.090033636,14.03425074,28.94714778,2.477767781,2.795310108,55.97804637,11.33125669,7.266675197,96.42882153,0.147926009,1351.014838,150.8610481,1638.906563,107.4473673,466.9661418,943.7794821
1,3121.306206,1.348250733,14.81324659,28.11584092,2.305866823,2.577309235,55.93361648,12.29148102,7.724856499,96.90493423,0.118172329,1373.623981,165.6192773,2492.026248,104.1240306,485.4449556,1090.5964
7,3214.832971,1.205830607,14.72204863,28.14938884,2.534824683,2.419132328,55.47018052,11.0895569,7.87764702,95.45345476,0.174308154,1351.289706,157.9645559,1138.750657,101.9575561,499.6891988,898.597821
1,3130.660497,1.437158802,10.70540924,29.70482932,2.367377754,2.415208739,56.78335487,12.52381364,7.041656818,96.75868204,0.184792788,1386.960608,158.8780766,2170.521794,105.1317508,465.7314454,1039.14373
1,3331.147602,1.257618027,12.03196154,29.98029675,2.557030388,2.698482903,58.78740942,12.89328887,7.39764758,96.61757997,0.154558518,1340.277583,167.8718917,2010.5526,101.3050456,483.7008767,1033.497313
7,3108.617166,1.486555175,11.61995031,29.35210451,2.603737731,2.663614214,56.38220845,11.67953765,7.762309032,96.35430482,0.198170734,1397.023534,163.1610997,2151.248246,104.4053916,492.2157432,1043.306109
28,3386.100732,1.300967698,10.43462507,28.89191661,2.500178124,2.720852223,56.56174551,12.03447876,7.45491889,96.25005837,0.145047857,1393.232276,150.1611821,1461.294693,103.1730548,495.7903792,970.4461842
1,3182.906065,1.111924533,13.16620387,29.29514729,2.516945466,2.442147014,58.21337329,11.75782056,7.26725263,95.63309933,0.151336821,1374.160262,168.8634965,1738.081734,109.1195958,485.8966345,983.2360191
7,3336.80923,1.410895318,13.67952307,29.18879172,2.680591424,2.414228347,55.97920406,11.01342078,7.219805349,96.63282157,0.198921775,1327.941588,154.7428893,2194.76278,100.6092872,464.1803962,1053.131361
1,3077.752014,1.172541314,14.24064048,28.76722452,2.638866945,2.603431716,59.48478965,11.77174901,7.131518267,96.00303092,0.123154844,1313.165359,152.1522837,1348.811997,106.9401741,466.3141076,898.5487119
1,3164.541562,1.173809607,10.61388445,28.13125229,2.665694606,2.555038093,57.60095262,12.58344052,7.85712956,95.14178315,0.194254594,1385.470345,165.3625636,1339.049795,101.8275117,451.0379016,912.0951279
1,3279.804884,1.015902341,14.38222038,29.64302589,2.625506515,2.584778775,57.2380147,12.19197768,7.575355403,95.62572632,0.104283756,1316.530229,160.0095463,1826.57643,103.1904507,488.0442989,996.9245926
1,3055.341237,1.274357655,13.21462782,28.74366706,2.343567337,2.796635364,57.78910096,11.20251983,7.076384945,96.8705942,0.144638689,1385.426079,158.6754113,1785.345369,104.1551406,452.1369803,971.5825386
28,3053.098169,1.267211752,13.51973068,29.63757129,2.359596742,2.788299983,55.83017157,12.69427898,7.382580324,96.70136052,0.107000351,1349.076501,154.9900616,1423.393706,109.0801509,493.2326177,921.6887284
1,3387.814747,1.177995742,14.55312002,28.5050175,2.510649519,2.776926156,58.06736569,12.06217069,7.367733651,96.9638114,0.172923474,1340.655678,160.9494298,1447.113476,102.4257827,455.9330307,944.1223235
1,3285.838042,1.447108631,13.12380636,28.00205896,2.398427864,2.713537071,56.81550368,12.68344672,7.181739191,96.25598677,0.160840894,1390.319078,155.4876921,1416.767745,100.913088,458.5938256,942.936212
1,3016.427007,1.064374199,11.67932929,28.31787657,2.49067819,2.541936544,59.4859317,12.16044304,7.435507625,95.49502015,0.170663426,1360.385098,168.0316601,2157.268093,103.186896,473.8263235,1022.446659
28,3159.528361,1.165049757,14.12553666,28.93707883,2.45774613,2.564852372,55.84427103,12.11937689,7.332099365,95.3256301,0.13744804,1357.661401,154.3040896,1977.851298,101.0467597,486.8940208,1015.092183
1,3173.408295,1.160791382,11.81529606,29.88860727,2.519765695,2.619846417,57.53525552,11.21051837,7.341803705,95.37382888,0.136948193,1355.876594,167.687103,2248.625775,101.2859649,456.9501103,1046.120506
1,3297.617057,1.046145293,10.17114055,28.20438724,2.598750286,2.732213783,57.99056315,11.33471947,7.739026558,95.03959132,0.104531928,1337.116952,161.1881085,2463.209542,105.738506,472.0035538,1092.003524
28,3100.344211,1.240572697,14.15327253,29.70841955,2.586196363,2.427485133,55.16691801,12.94405051,7.223263386,95.78136422,0.134994494,1378.56431,166.5697627,1711.246444,100.6090193,474.1425637,969.7200277
28,3073.73347,1.343892359,11.72596072,29.05404819,2.508493653,2.569718754,56.81846562,11.45697349,7.641859959,95.38285536,0.19292884,1325.279844,164.2569199,1100.040822,100.3093088,460.6142821,858.8314857
28,3032.349187,1.255828507,13.86917262,29.65184153,2.628957368,2.433047065,58.66317617,12.95490424,7.570649624,95.82331092,0.137922654,1393.889496,163.9339022,1072.138466,107.144141,455.7779188,862.8265819
1,3171.32579,1.078488841,11.81378947,28.59674886,2.472344837,2.605863035,59.10188754,12.06382541,7.568092512,96.86998886,0.183136771,1389.398521,156.4869162,1443.497559,103.6164709,491.8210461,943.1187986
28,3275.39996,1.188642983,14.3053401,29.67989433,2.658685716,2.75956033,56.56580997,11.27157809,7.663007346,95.86108042,0.18423255,1333.748033,154.6779386,2398.816884,101.2537535,475.1232825,1081.304931
28,3023.277438,1.001297512,11.09755263,29.54564556,2.328512108,2.71299397,58.99296636,11.19860441,7.548382036,96.75596899,0.137324116,1372.946377,154.2177246,1784.819582,102.5361277,450.7190618,965.048331
1,3366.085491,1.434150554,14.87273633,28.46010737,2.681864012,2.491136967,59.83877939,11.41772814,7.879255115,96.21100953,0.163198868,1357.322319,167.1438331,1407.679774,106.4208651,490.1490651,949.9415265
28,3176.940892,1.042258504,13.89879387,28.26267025,2.561877233,2.79039634,59.28436968,12.85127466,7.675580092,95.49426311,0.10953716,1333.76493,166.4085364,1598.750192,102.7553657,499.0396903,958.3788085
1,3095.914944,1.298639041,10.57118963,29.73610865,2.452029804,2.666940159,55.58821994,11.82830045,7.546963251,95.71170952,0.110367858,1398.852165,158.8114706,1897.892661,104.9452113,480.2963098,1003.194341
7,3037.549316,1.493128498,12.8288831,29.92647331,2.378861651,2.40417108,58.69865166,11.79086854,7.82976312,95.16783907,0.104865766,1302.523735,152.6480923,1979.424487,101.2169531,475.1854194,991.2850095
28,3073.146399,1.268295323,14.92683656,28.06260463,2.491673292,2.502165394,56.59833416,11.62641252,7.606146565,95.66692519,0.158101509,1325.264603,157.645045,1230.879265,105.8809364,493.9207932,890.0738316
7,3373.845599,1.46202088,12.35532726,29.46254013,2.377823329,2.50428532,59.94207995,11.2941237,7.291144248,96.35508189,0.142607098,1352.007406,162.3868691,2465.547515,103.1607768,497.6258395,1111.849277
1,3255.308238,1.118058267,10.91053569,29.81904902,2.366532643,2.427701723,57.42679492,11.97570239,7.207094918,95.14422219,0.154803236,1352.1953,159.0880631,1817.15834,106.2696843,487.7268458,999.124041
28,3206.678503,1.379977704,12.42389184,29.71472018,2.546940703,2.783930607,55.61216949,11.26009557,7.152327786,95.41080282,0.152107319,1358.893307,165.6037854,1203.532477,108.0839488,472.2726465,899.3207831
1,3262.844531,1.265632877,12.56228828,29.92904094,2.50923389,2.591302118,58.62592774,12.67096047,7.899455213,95.76288208,0.135020299,1375.167617,169.9524564,2340.45288,106.1164642,479.61107,1079.683228
7,3174.269159,1.360258031,13.70843472,29.52018816,2.568038414,2.758325839,56.61505599,11.74079397,7.710135432,96.96409907,0.167747341,1362.347783,153.8226418,1111.957647,102.9574756,485.0467683,888.0560903
1,3292.015727,1.031170681,13.49422927,28.88459752,2.671842351,2.528886201,59.98539079,11.74960714,7.937378438,96.56972365,0.175850188,1360.028146,159.1930164,2361.60315,102.557437,459.7136786,1076.678763
28,3019.086451,1.073869546,12.01275022,28.62390398,2.512904085,2.450093428,59.89891229,11.94801286,7.603291806,96.46697349,0.101462826,1305.351446,158.619678,2494.848484,103.2742096,472.3600516,1063.603268
28,3226.414884,1.066558464,11.09011554,28.64148548,2.532372821,2.589734444,58.28067009,11.88825543,7.473400881,95.23238191,0.12072423,1337.653029,156.0898507,2050.647699,101.6462051,491.4910632,1029.315848
7,3063.458579,1.343582753,13.22527084,29.44884535,2.335850536,2.445582654,55.64913224,12.98971595,7.059716489,96.56199179,0.171323587,1323.205574,153.9619103,2155.670832,101.8117185,482.7362674,1025.867814
1,3048.065859,1.422220336,12.10851967,29.49167402,2.587054314,2.594406201,58.43430499,12.09076224,7.671642282,96.57053762,0.138662017,1326.537011,151.3138423,1505.954255,107.906911,470.5602034,923.1540382
28,3136.751867,1.374808116,10.66138106,28.40071829,2.459962083,2.768118872,55.46515243,11.17640341,7.58220876,96.20220539,0.166248395,1355.433747,167.7423863,2412.365279,103.8473258,483.1681267,1074.553085
7,3036.719626,1.015236076,14.50286151,29.73624563,2.690690095,2.608307257,55.1468208,12.21375468,7.990208894,96.98072356,0.134696266,1319.950531,158.396974,1794.570949,104.3599518,455.9111206,960.8979285
28,3037.662795,1.433607491,13.45610929,29.42984808,2.629269606,2.646599891,59.11479223,11.30316859,7.239158778,95.65050781,0.139075515,1329.39491,159.9379104,2098.58267,105.9404947,470.0748805,1009.426503
28,3124.565324,1.177073335,13.41591928,29.12550057,2.508992416,2.462655375,56.04876474,11.06187529,7.530737355,96.8825449,0.115867887,1323.708471,168.338841,2386.161574,105.896535,489.6564269,1063.813499
1,3391.804211,1.198581916,14.11291938,28.94306492,2.349289062,2.41749425,56.89513563,12.94148431,7.650957335,96.82946223,0.125823102,1394.850294,165.5258096,2462.769964,100.6737687,461.0254394,1109.756886
28,3070.132108,1.052434583,12.64830839,29.08646561,2.643766317,2.444323185,59.86728695,12.54707778,7.644591175,95.02296132,0.160541176,1394.466573,152.6100253,2249.806535,108.3154079,459.2980754,1045.204034
1,3006.864441,1.368702603,14.07527214,28.31849148,2.619912438,2.63941263,56.68420251,12.96021798,7.561293543,95.90023305,0.143316311,1360.994156,161.3083994,1454.52626,101.7732655,497.540933,925.5297003
28,3305.345769,1.091141939,12.49045377,28.4074025,2.373834052,2.43800468,56.48244891,11.9557569,7.77692801,96.95420847,0.177430268,1392.452247,158.8450455,2449.821275,107.2307164,460.4948815,1097.653636
7,3322.765191,1.281982546,10.335877,28.18232898,2.418111316,2.550397156,59.59104,12.06451506,7.20498121,95.20624272,0.185258495,1378.581265,165.9442215,1942.179297,107.7267099,463.045929,1020.900769
28,3138.521728,1.420354993,12.02624044,28.30731608,2.617362903,2.620036776,55.55374223,11.33667391,7.7256272,96.09556939,0.154164642,1358.994788,164.484651,2395.963715,107.1489953,498.4807969,1078.419707
1,3185.869525,1.044602164,12.48732447,28.90738727,2.374091379,2.555461119,58.79791205,11.49381485,7.619734571,96.95791501,0.175826729,1300.643521,163.8081144,2014.157539,105.7897765,486.7354285,1010.796372
1,3259.909473,1.267667782,13.60101291,29.06070879,2.667100996,2.465473521,59.94032783,12.67709843,7.896075112,96.11099085,0.130690451,1377.251629,156.8108967,1460.858443,100.14609,484.9798267,951.4937656
